Age,Job,Marital,Education,Default,Housing,Loan,Contact,Day_Of_Week,Month,Output
53,Entrepreneur,Married,University Degree,No,Yes,No,Cellular,Fri,Aug,No
49,Services,Married,High School,Unknown,Yes,No,Cellular,Fri,Aug,No
31,Unemployed,Married,University Degree,No,Yes,No,Cellular,Fri,Aug,No
32,Technician,Divorced,University Degree,No,Yes,Yes,Cellular,Fri,Aug,No
29,Admin ,Single,University Degree,No,Yes,No,Cellular,Fri,Aug,No
48,Housemaid,Married,Basic 6Y,Unknown,No,No,Cellular,Fri,Aug,No
57,Retired,Married,Basic 9Y,Unknown,Yes,No,Cellular,Fri,Aug,No
30,Blue-Collar,Married,High School,No,No,No,Cellular,Fri,Aug,No
38,Technician,Married,Professional Course,Unknown,No,Yes,Cellular,Fri,Aug,No
36,Admin ,Married,University Degree,No,Unknown,Unknown,Cellular,Fri,Aug,No
42,Self-Employed,Married,University Degree,No,No,Yes,Cellular,Fri,Aug,No
44,Self-Employed,Married,Professional Course,No,Unknown,Unknown,Cellular,Fri,Aug,No
38,Technician,Married,University Degree,No,Yes,No,Cellular,Fri,Aug,No
57,Retired,Married,Basic 9Y,Unknown,Yes,No,Cellular,Fri,Aug,No
50,Blue-Collar,Married,Basic 9Y,No,Yes,No,Cellular,Fri,Aug,No
44,Technician,Married,High School,No,Yes,Yes,Cellular,Fri,Aug,No
43,Admin ,Married,University Degree,Unknown,Yes,No,Cellular,Fri,Aug,No
40,Management,Married,University Degree,No,No,No,Cellular,Fri,Aug,No
33,Technician,Married,Professional Course,No,No,No,Cellular,Fri,Aug,Yes
42,Self-Employed,Married,University Degree,No,No,No,Cellular,Fri,Aug,Yes
42,Self-Employed,Married,University Degree,No,Yes,No,Cellular,Fri,Aug,No
35,Technician,Divorced,Professional Course,No,No,No,Cellular,Fri,Aug,No
38,Entrepreneur,Married,University Degree,No,Unknown,Unknown,Cellular,Fri,Aug,No
46,Blue-Collar,Married,Basic 4Y,No,No,No,Cellular,Fri,Aug,No
33,Technician,Divorced,High School,No,No,No,Cellular,Fri,Aug,No
44,Admin ,Married,High School,Unknown,Yes,No,Cellular,Fri,Aug,No
42,Self-Employed,Married,University Degree,No,Yes,No,Cellular,Fri,Aug,No
34,Admin ,Divorced,High School,No,Yes,No,Cellular,Fri,Aug,No
33,Admin ,Divorced,High School,No,Yes,No,Cellular,Fri,Aug,No
35,Admin ,Married,University Degree,No,Yes,No,Cellular,Fri,Aug,No
32,Technician,Single,University Degree,No,Yes,No,Cellular,Fri,Aug,No
58,Self-Employed,Married,University Degree,No,Yes,No,Cellular,Fri,Aug,No
45,Management,Married,University Degree,No,Yes,No,Cellular,Fri,Aug,No
39,Technician,Divorced,Professional Course,No,Yes,No,Cellular,Fri,Aug,No
53,Admin ,Divorced,High School,No,No,Yes,Cellular,Fri,Aug,No
30,Blue-Collar,Married,High School,No,Yes,No,Cellular,Fri,Aug,No
41,Technician,Divorced,University Degree,No,Yes,Yes,Cellular,Fri,Aug,No
43,Admin ,Married,University Degree,Unknown,No,No,Cellular,Fri,Aug,No
36,Technician,Married,High School,No,No,No,Cellular,Fri,Aug,No
29,Admin ,Married,University Degree,No,No,Yes,Cellular,Fri,Aug,No
42,Self-Employed,Married,University Degree,No,No,No,Cellular,Fri,Aug,No
41,Technician,Divorced,University Degree,No,Yes,Yes,Cellular,Fri,Aug,No
37,Technician,Married,Professional Course,Unknown,Yes,No,Cellular,Fri,Aug,No
52,Retired,Married,High School,No,Yes,No,Cellular,Fri,Aug,No
39,Technician,Divorced,Professional Course,No,Yes,No,Cellular,Fri,Aug,No
44,Admin ,Married,High School,Unknown,No,No,Cellular,Fri,Aug,No
33,Technician,Married,Professional Course,No,No,No,Cellular,Fri,Aug,No
35,Technician,Single,Professional Course,No,Yes,No,Cellular,Mon,Aug,No
36,Technician,Married,High School,No,No,No,Cellular,Mon,Aug,No
34,Entrepreneur,Married,University Degree,Unknown,Yes,No,Cellular,Mon,Aug,No
58,Technician,Married,Professional Course,No,Yes,No,Telephone,Mon,Aug,No
59,Retired,Married,Basic 4Y,No,Yes,No,Cellular,Mon,Aug,No
38,Technician,Divorced,High School,No,Yes,No,Cellular,Mon,Aug,No
39,Admin ,Married,University Degree,No,Yes,No,Cellular,Mon,Aug,No
32,Admin ,Single,University Degree,No,Yes,Yes,Cellular,Mon,Aug,No
42,Technician,Married,High School,No,No,No,Cellular,Mon,Aug,No
29,Admin ,Single,University Degree,No,No,No,Cellular,Mon,Aug,Yes
44,Blue-Collar,Married,Basic 6Y,No,No,No,Cellular,Mon,Aug,No
52,Blue-Collar,Married,Basic 4Y,No,No,No,Cellular,Mon,Aug,No
31,Admin ,Divorced,University Degree,No,Yes,No,Cellular,Mon,Aug,No
32,Admin ,Single,University Degree,No,Yes,No,Cellular,Mon,Aug,No
36,Admin ,Married,University Degree,No,Yes,No,Cellular,Mon,Aug,No
31,Management,Single,University Degree,No,Yes,No,Cellular,Mon,Aug,No
36,Management,Married,University Degree,No,Yes,No,Cellular,Mon,Aug,No
49,Technician,Married,Professional Course,No,No,No,Cellular,Mon,Aug,No
39,Technician,Single,High School,No,No,No,Cellular,Mon,Aug,No
31,Management,Single,University Degree,No,No,No,Cellular,Mon,Aug,No
40,Admin ,Divorced,University Degree,No,No,No,Cellular,Mon,Aug,No
37,Technician,Married,High School,Unknown,Yes,Yes,Telephone,Mon,Aug,No
38,Technician,Divorced,High School,No,No,No,Cellular,Mon,Aug,No
32,Admin ,Single,University Degree,No,Yes,No,Cellular,Mon,Aug,No
34,Admin ,Single,University Degree,No,Yes,No,Cellular,Mon,Aug,No
34,Technician,Married,High School,No,Yes,No,Cellular,Mon,Aug,No
43,Admin ,Married,High School,No,Yes,No,Cellular,Mon,Aug,No
33,Technician,Married,Professional Course,No,Yes,Yes,Cellular,Mon,Aug,No
44,Admin ,Divorced,University Degree,No,Yes,No,Cellular,Mon,Aug,No
31,Technician,Married,Professional Course,No,Yes,Yes,Cellular,Mon,Aug,No
55,Blue-Collar,Married,Basic 4Y,No,Yes,Yes,Cellular,Mon,Aug,No
32,Management,Married,University Degree,No,Yes,No,Cellular,Mon,Aug,No
56,Unknown,Married,Basic 4Y,No,Yes,No,Cellular,Mon,Aug,No
50,Admin ,Married,High School,No,No,No,Cellular,Mon,Aug,No
33,Technician,Single,High School,No,Yes,No,Cellular,Mon,Aug,No
29,Technician,Single,Professional Course,No,Yes,No,Cellular,Mon,Aug,No
33,Technician,Married,Professional Course,Unknown,Yes,No,Cellular,Mon,Aug,No
47,Admin ,Married,University Degree,Unknown,Yes,No,Cellular,Mon,Aug,No
37,Admin ,Married,University Degree,Unknown,Yes,No,Cellular,Mon,Aug,No
34,Admin ,Single,University Degree,No,Yes,No,Cellular,Mon,Aug,No
34,Admin ,Single,University Degree,No,Yes,No,Cellular,Mon,Aug,No
43,Admin ,Married,University Degree,No,Unknown,Unknown,Cellular,Mon,Aug,No
47,Retired,Married,Basic 9Y,Unknown,No,Yes,Cellular,Mon,Aug,No
34,Admin ,Single,University Degree,No,Yes,No,Cellular,Mon,Aug,No
35,Admin ,Married,University Degree,No,No,No,Cellular,Mon,Aug,No
55,Services,Married,High School,Unknown,No,No,Cellular,Mon,Aug,No
49,Services,Married,High School,No,No,No,Cellular,Mon,Aug,No
56,Admin ,Married,University Degree,No,No,No,Cellular,Mon,Aug,No
49,Services,Married,High School,No,Yes,Yes,Cellular,Mon,Aug,No
45,Admin ,Married,University Degree,No,Yes,No,Cellular,Mon,Aug,No
32,Technician,Married,High School,No,Yes,No,Cellular,Mon,Aug,No
37,Housemaid,Married,University Degree,Unknown,No,Yes,Cellular,Mon,Aug,No
44,Technician,Married,Professional Course,Unknown,Yes,No,Cellular,Mon,Aug,No
35,Unemployed,Single,University Degree,No,No,No,Cellular,Mon,Aug,Yes
36,Technician,Married,Professional Course,No,Yes,No,Cellular,Mon,Aug,No
35,Admin ,Single,University Degree,No,Yes,Yes,Cellular,Mon,Aug,No
44,Admin ,Married,High School,No,No,No,Cellular,Mon,Aug,No
44,Admin ,Married,High School,No,No,No,Cellular,Mon,Aug,No
44,Technician,Married,Professional Course,Unknown,No,Yes,Cellular,Mon,Aug,No
43,Management,Divorced,University Degree,No,Yes,No,Cellular,Mon,Aug,No
40,Technician,Married,Professional Course,No,Yes,No,Cellular,Mon,Aug,No
50,Blue-Collar,Married,Basic 4Y,No,Yes,No,Cellular,Mon,Aug,No
32,Admin ,Married,University Degree,No,Yes,Yes,Cellular,Mon,Aug,No
32,Admin ,Married,University Degree,No,No,No,Cellular,Mon,Aug,No
44,Admin ,Married,High School,No,Yes,No,Cellular,Mon,Aug,Yes
32,Admin ,Married,University Degree,No,No,No,Cellular,Mon,Aug,No
45,Blue-Collar,Married,Basic 4Y,Unknown,Yes,Yes,Cellular,Mon,Aug,No
49,Services,Married,High School,No,No,No,Cellular,Mon,Aug,No
38,Admin ,Married,University Degree,No,Yes,No,Cellular,Mon,Aug,No
33,Admin ,Single,University Degree,No,Yes,No,Cellular,Mon,Aug,No
29,Admin ,Married,University Degree,No,Yes,No,Cellular,Mon,Aug,No
29,Admin ,Married,University Degree,No,Yes,Yes,Cellular,Mon,Aug,No
32,Technician,Married,High School,No,Yes,No,Cellular,Mon,Aug,No
41,Self-Employed,Married,Professional Course,No,No,No,Cellular,Mon,Aug,No
41,Self-Employed,Married,Professional Course,No,Yes,No,Cellular,Mon,Aug,No
36,Admin ,Married,University Degree,No,No,No,Cellular,Mon,Aug,No
45,Services,Married,High School,Unknown,No,No,Cellular,Mon,Aug,No
37,Admin ,Married,University Degree,Unknown,Yes,Yes,Cellular,Mon,Aug,No
59,Retired,Married,Basic 4Y,Unknown,Yes,No,Cellular,Mon,Aug,No
35,Technician,Single,Professional Course,No,No,No,Cellular,Mon,Aug,No
45,Technician,Married,Professional Course,No,No,No,Cellular,Mon,Aug,No
29,Admin ,Single,High School,Unknown,Yes,No,Cellular,Mon,Aug,No
59,Retired,Married,Basic 4Y,Unknown,No,No,Cellular,Mon,Aug,Yes
50,Admin ,Married,Basic 4Y,Unknown,Yes,No,Cellular,Mon,Aug,No
34,Technician,Married,Professional Course,No,No,No,Cellular,Mon,Aug,No
55,Services,Married,High School,Unknown,No,No,Cellular,Mon,Aug,No
40,Admin ,Divorced,University Degree,No,Yes,No,Cellular,Mon,Aug,No
31,Admin ,Married,University Degree,Unknown,Yes,No,Cellular,Mon,Aug,No
35,Admin ,Single,University Degree,No,No,No,Cellular,Mon,Aug,No
31,Admin ,Married,University Degree,Unknown,No,No,Cellular,Mon,Aug,No
32,Technician,Single,High School,No,No,No,Cellular,Mon,Aug,No
52,Services,Married,High School,Unknown,Yes,No,Cellular,Mon,Aug,No
39,Technician,Married,University Degree,No,Yes,No,Cellular,Mon,Aug,No
36,Technician,Single,University Degree,No,Yes,No,Cellular,Mon,Aug,No
34,Admin ,Single,University Degree,No,Yes,No,Cellular,Mon,Aug,No
46,Blue-Collar,Married,Basic 6Y,No,Yes,Yes,Cellular,Mon,Aug,No
36,Housemaid,Married,Basic 6Y,No,No,No,Cellular,Mon,Aug,No
38,Technician,Divorced,High School,No,Yes,No,Cellular,Mon,Aug,Yes
51,Technician,Married,Professional Course,Unknown,Yes,Yes,Cellular,Mon,Aug,No
31,Admin ,Married,University Degree,Unknown,No,No,Cellular,Mon,Aug,No
39,Technician,Single,Professional Course,No,No,No,Cellular,Mon,Aug,No
56,Retired,Married,Basic 4Y,No,No,No,Cellular,Mon,Aug,No
45,Admin ,Married,University Degree,No,No,No,Cellular,Mon,Aug,No
54,Retired,Married,Basic 4Y,No,No,No,Cellular,Mon,Aug,No
57,Technician,Single,High School,No,Yes,No,Cellular,Mon,Aug,No
37,Admin ,Married,University Degree,No,No,Yes,Cellular,Mon,Aug,No
32,Admin ,Married,University Degree,No,Yes,Yes,Cellular,Mon,Aug,No
33,Technician,Married,Professional Course,No,Yes,No,Cellular,Mon,Aug,No
47,Admin ,Married,University Degree,No,No,No,Cellular,Mon,Aug,No
38,Technician,Divorced,High School,No,No,No,Cellular,Mon,Aug,No
33,Technician,Married,High School,No,Yes,No,Cellular,Mon,Aug,No
32,Admin ,Single,University Degree,No,Yes,No,Cellular,Mon,Aug,No
36,Admin ,Married,University Degree,No,Yes,No,Cellular,Mon,Aug,No
36,Admin ,Married,University Degree,No,Yes,No,Cellular,Mon,Aug,No
32,Admin ,Single,University Degree,No,Yes,No,Cellular,Mon,Aug,No
39,Admin ,Single,University Degree,Unknown,No,Yes,Cellular,Mon,Aug,No
58,Retired,Married,Basic 4Y,Unknown,No,No,Cellular,Mon,Aug,No
47,Technician,Single,High School,No,No,No,Cellular,Mon,Aug,No
30,Admin ,Single,University Degree,No,No,No,Cellular,Mon,Aug,No
33,Admin ,Married,University Degree,No,No,No,Cellular,Mon,Aug,No
30,Admin ,Single,University Degree,No,Yes,No,Cellular,Mon,Aug,No
30,Admin ,Single,University Degree,No,No,No,Cellular,Mon,Aug,No
30,Admin ,Single,University Degree,No,No,Yes,Cellular,Mon,Aug,No
44,Management,Married,University Degree,No,Yes,No,Cellular,Mon,Aug,No
30,Admin ,Single,University Degree,No,No,Yes,Cellular,Mon,Aug,Yes
39,Technician,Divorced,Professional Course,No,Yes,No,Cellular,Mon,Aug,No
39,Management,Married,University Degree,No,No,No,Cellular,Mon,Aug,No
59,Retired,Married,Basic 9Y,No,Yes,No,Cellular,Mon,Aug,No
34,Technician,Single,Professional Course,No,Yes,No,Cellular,Mon,Aug,No
50,Technician,Married,University Degree,No,Yes,No,Cellular,Mon,Aug,No
33,Technician,Married,Professional Course,No,Yes,Yes,Cellular,Mon,Aug,No
58,Technician,Married,Professional Course,No,Unknown,Unknown,Cellular,Mon,Aug,No
29,Technician,Married,University Degree,No,Yes,No,Cellular,Mon,Aug,No
31,Technician,Single,Professional Course,No,Yes,No,Cellular,Mon,Aug,No
33,Technician,Single,High School,No,Yes,No,Cellular,Mon,Aug,No
32,Technician,Single,University Degree,No,Yes,No,Cellular,Mon,Aug,No
34,Technician,Married,Professional Course,No,No,No,Cellular,Mon,Aug,No
38,Admin ,Married,University Degree,No,Yes,No,Cellular,Mon,Aug,No
35,Technician,Married,Professional Course,No,Yes,No,Cellular,Mon,Aug,No
35,Technician,Married,Professional Course,No,Yes,Yes,Cellular,Mon,Aug,No
37,Technician,Single,Professional Course,No,Yes,No,Cellular,Mon,Aug,No
37,Technician,Single,Professional Course,No,Yes,Yes,Cellular,Mon,Aug,No
37,Technician,Single,Professional Course,No,Yes,Yes,Cellular,Mon,Aug,No
36,Technician,Single,Professional Course,No,Yes,No,Cellular,Mon,Aug,No
38,Admin ,Married,University Degree,No,Yes,No,Cellular,Mon,Aug,Yes
36,Technician,Single,Professional Course,No,No,No,Cellular,Mon,Aug,No
36,Admin ,Married,University Degree,No,No,No,Cellular,Mon,Aug,Yes
34,Technician,Married,Professional Course,Unknown,No,No,Cellular,Mon,Aug,No
29,Technician,Married,University Degree,Unknown,Yes,No,Cellular,Mon,Aug,No
50,Management,Married,University Degree,Unknown,No,No,Cellular,Mon,Aug,No
37,Technician,Single,Professional Course,Unknown,Yes,No,Cellular,Mon,Aug,No
50,Management,Married,University Degree,Unknown,Yes,No,Cellular,Mon,Aug,Yes
45,Blue-Collar,Married,Basic 4Y,Unknown,Yes,No,Cellular,Mon,Aug,No
36,Technician,Married,High School,No,No,No,Cellular,Mon,Aug,No
39,Technician,Married,High School,No,No,No,Cellular,Mon,Aug,No
30,Management,Married,High School,No,No,No,Cellular,Mon,Aug,No
36,Housemaid,Married,Basic 6Y,No,No,No,Cellular,Mon,Aug,No
33,Technician,Single,High School,No,Yes,Yes,Cellular,Mon,Aug,No
44,Management,Married,University Degree,No,Yes,No,Cellular,Mon,Aug,No
35,Technician,Married,University Degree,Unknown,Yes,No,Cellular,Mon,Aug,No
52,Blue-Collar,Married,Basic 4Y,No,Yes,No,Cellular,Mon,Aug,Yes
37,Technician,Married,Professional Course,No,No,No,Cellular,Mon,Aug,No
52,Services,Married,High School,Unknown,No,No,Cellular,Mon,Aug,No
41,Self-Employed,Married,University Degree,No,No,No,Cellular,Mon,Aug,No
29,Admin ,Married,University Degree,No,No,No,Cellular,Mon,Aug,No
36,Housemaid,Married,Basic 6Y,No,No,No,Cellular,Mon,Aug,No
36,Housemaid,Married,Basic 6Y,No,No,No,Cellular,Mon,Aug,No
50,Technician,Married,Professional Course,Unknown,Yes,No,Cellular,Mon,Aug,No
31,Management,Single,University Degree,No,No,No,Cellular,Mon,Aug,No
32,Technician,Married,University Degree,No,No,Yes,Cellular,Mon,Aug,No
30,Technician,Single,High School,No,No,No,Cellular,Mon,Aug,No
52,Blue-Collar,Married,Basic 6Y,Unknown,Yes,No,Cellular,Mon,Aug,No
36,Admin ,Married,University Degree,No,No,No,Cellular,Mon,Aug,No
52,Admin ,Married,University Degree,No,No,No,Cellular,Mon,Aug,No
45,Admin ,Married,University Degree,No,Yes,No,Cellular,Mon,Aug,No
40,Technician,Married,Professional Course,No,Yes,No,Cellular,Mon,Aug,No
33,Technician,Single,High School,No,Yes,No,Cellular,Mon,Aug,No
36,Admin ,Married,University Degree,No,Yes,No,Cellular,Mon,Aug,No
43,Technician,Married,Professional Course,Unknown,Yes,No,Cellular,Mon,Aug,No
39,Management,Married,University Degree,No,Yes,No,Cellular,Mon,Aug,No
42,Technician,Married,High School,No,Yes,No,Cellular,Mon,Aug,No
45,Admin ,Married,University Degree,No,No,No,Cellular,Mon,Aug,No
35,Technician,Married,Professional Course,No,No,No,Cellular,Mon,Aug,No
36,Self-Employed,Married,High School,Unknown,Yes,No,Cellular,Mon,Aug,No
45,Services,Married,Basic 9Y,No,No,No,Cellular,Mon,Aug,Yes
35,Technician,Married,Professional Course,No,Yes,No,Cellular,Mon,Aug,No
45,Admin ,Married,University Degree,No,No,No,Cellular,Mon,Aug,Yes
35,Technician,Married,Professional Course,No,Yes,No,Cellular,Mon,Aug,No
30,Admin ,Married,High School,No,Yes,No,Cellular,Mon,Aug,No
55,Services,Married,High School,Unknown,No,No,Cellular,Mon,Aug,No
48,Entrepreneur,Married,University Degree,No,Yes,No,Cellular,Mon,Aug,No
31,Admin ,Single,University Degree,No,No,No,Cellular,Mon,Aug,No
34,Management,Married,High School,No,Yes,No,Telephone,Mon,Aug,No
33,Technician,Single,High School,No,Yes,No,Cellular,Mon,Aug,No
34,Technician,Single,Professional Course,No,No,No,Cellular,Mon,Aug,No
53,Blue-Collar,Married,Basic 4Y,No,Yes,No,Cellular,Mon,Aug,No
31,Admin ,Single,University Degree,No,Yes,No,Cellular,Mon,Aug,No
31,Technician,Single,Professional Course,No,No,No,Cellular,Mon,Aug,No
29,Technician,Married,University Degree,Unknown,Yes,No,Cellular,Mon,Aug,No
45,Blue-Collar,Married,High School,No,Yes,No,Cellular,Mon,Aug,No
37,Technician,Divorced,Professional Course,No,Yes,Yes,Cellular,Mon,Aug,No
52,Admin ,Married,University Degree,No,Yes,No,Cellular,Mon,Aug,No
31,Management,Single,University Degree,No,No,No,Cellular,Mon,Aug,No
46,Admin ,Married,University Degree,Unknown,No,No,Cellular,Mon,Aug,Yes
50,Technician,Married,Professional Course,Unknown,No,No,Cellular,Mon,Aug,No
36,Admin ,Married,University Degree,No,Yes,Yes,Cellular,Mon,Aug,No
42,Technician,Single,High School,Unknown,No,No,Cellular,Mon,Aug,No
50,Management,Married,University Degree,Unknown,Yes,No,Cellular,Mon,Aug,Yes
56,Retired,Married,Basic 4Y,No,Yes,No,Cellular,Mon,Aug,No
49,Blue-Collar,Married,Basic 6Y,No,No,No,Cellular,Mon,Aug,No
34,Technician,Single,University Degree,No,No,No,Cellular,Mon,Aug,No
34,Admin ,Married,University Degree,No,No,No,Cellular,Mon,Aug,Yes
32,Admin ,Married,University Degree,Unknown,No,No,Cellular,Mon,Aug,No
34,Admin ,Single,University Degree,No,Yes,No,Cellular,Mon,Aug,No
31,Unemployed,Single,University Degree,No,Yes,No,Cellular,Mon,Aug,No
49,Blue-Collar,Married,Basic 6Y,No,No,No,Cellular,Mon,Aug,No
49,Blue-Collar,Married,Basic 6Y,No,Yes,Yes,Cellular,Mon,Aug,No
52,Technician,Married,Professional Course,No,Yes,No,Telephone,Mon,Aug,No
49,Management,Married,University Degree,No,No,No,Cellular,Mon,Aug,No
48,Admin ,Married,High School,No,No,No,Cellular,Mon,Aug,No
30,Technician,Married,University Degree,No,No,No,Cellular,Mon,Aug,No
32,Technician,Married,Professional Course,No,Yes,No,Cellular,Mon,Aug,No
36,Admin ,Married,University Degree,No,Yes,Yes,Cellular,Mon,Aug,No
30,Technician,Single,University Degree,No,No,No,Cellular,Mon,Aug,No
30,Technician,Single,University Degree,No,No,Yes,Cellular,Mon,Aug,No
46,Blue-Collar,Married,Basic 9Y,Unknown,No,No,Cellular,Mon,Aug,No
55,Admin ,Married,Professional Course,No,No,No,Cellular,Mon,Aug,No
52,Unemployed,Married,University Degree,No,Yes,No,Cellular,Mon,Aug,No
30,Technician,Single,High School,Unknown,No,No,Cellular,Mon,Aug,No
30,Admin ,Single,University Degree,No,Yes,Yes,Cellular,Mon,Aug,No
51,Housemaid,Married,Basic 4Y,Unknown,No,No,Cellular,Mon,Aug,No
30,Technician,Single,University Degree,No,Yes,No,Cellular,Mon,Aug,Yes
44,Admin ,Married,High School,No,Yes,Yes,Cellular,Mon,Aug,No
42,Housemaid,Married,Basic 4Y,No,Yes,No,Cellular,Mon,Aug,No
55,Retired,Married,Professional Course,No,No,Yes,Cellular,Mon,Aug,No
34,Admin ,Single,University Degree,Unknown,Yes,Yes,Cellular,Mon,Aug,No
40,Technician,Married,Professional Course,No,Unknown,Unknown,Cellular,Mon,Aug,No
47,Admin ,Single,University Degree,No,No,No,Cellular,Mon,Aug,No
38,Technician,Single,High School,Unknown,Yes,Yes,Cellular,Mon,Aug,No
36,Technician,Married,High School,No,Yes,No,Cellular,Mon,Aug,No
36,Technician,Married,High School,No,Yes,No,Cellular,Mon,Aug,No
56,Blue-Collar,Married,Basic 9Y,Unknown,Yes,Yes,Cellular,Mon,Aug,No
48,Admin ,Married,High School,No,No,Yes,Cellular,Mon,Aug,No
30,Technician,Married,University Degree,No,No,Yes,Cellular,Mon,Aug,No
39,Admin ,Married,High School,No,Yes,No,Cellular,Mon,Aug,No
39,Technician,Married,Professional Course,No,No,No,Cellular,Mon,Aug,No
60,Retired,Married,Basic 4Y,Unknown,No,No,Cellular,Mon,Aug,No
30,Blue-Collar,Married,High School,Unknown,Yes,No,Cellular,Mon,Aug,No
34,Admin ,Single,University Degree,No,Yes,No,Cellular,Mon,Aug,No
29,Technician,Married,Professional Course,No,Yes,No,Cellular,Mon,Aug,No
29,Admin ,Single,University Degree,No,Yes,No,Cellular,Mon,Aug,No
55,Retired,Married,Basic 9Y,No,No,No,Cellular,Mon,Aug,No
38,Admin ,Married,University Degree,Unknown,No,No,Cellular,Mon,Aug,No
40,Management,Married,University Degree,No,Yes,No,Cellular,Mon,Aug,No
30,Housemaid,Married,Basic 6Y,No,Yes,No,Cellular,Mon,Aug,No
30,Admin ,Single,University Degree,No,Yes,No,Cellular,Mon,Aug,No
39,Technician,Single,High School,Unknown,Yes,No,Cellular,Mon,Aug,No
34,Admin ,Single,University Degree,No,Yes,Yes,Cellular,Mon,Aug,No
34,Admin ,Single,University Degree,No,No,Yes,Cellular,Mon,Aug,No
34,Admin ,Single,University Degree,No,No,No,Cellular,Mon,Aug,No
32,Entrepreneur,Married,University Degree,No,No,No,Cellular,Mon,Aug,No
29,Technician,Single,Professional Course,No,No,No,Cellular,Mon,Aug,No
50,Technician,Married,Professional Course,No,Yes,No,Cellular,Mon,Aug,No
46,Admin ,Married,University Degree,No,No,No,Cellular,Mon,Aug,No
37,Technician,Married,University Degree,Unknown,Yes,Yes,Cellular,Mon,Aug,No
36,Technician,Single,Professional Course,No,No,No,Cellular,Mon,Aug,No
39,Technician,Married,University Degree,No,No,No,Cellular,Mon,Aug,No
36,Technician,Single,Professional Course,No,No,No,Cellular,Mon,Aug,No
45,Entrepreneur,Married,University Degree,Unknown,Yes,Yes,Cellular,Mon,Aug,No
36,Technician,Married,Professional Course,No,No,No,Cellular,Mon,Aug,Yes
38,Technician,Single,High School,Unknown,No,No,Cellular,Mon,Aug,No
46,Blue-Collar,Married,Basic 9Y,No,No,Yes,Cellular,Mon,Aug,No
29,Technician,Married,High School,No,No,No,Telephone,Mon,Aug,No
30,Technician,Single,High School,Unknown,No,No,Cellular,Mon,Aug,No
31,Technician,Single,Professional Course,No,Yes,No,Cellular,Mon,Aug,No
29,Admin ,Married,University Degree,No,Yes,No,Cellular,Mon,Aug,No
40,Management,Married,University Degree,No,No,No,Cellular,Mon,Aug,No
30,Technician,Married,High School,No,Yes,No,Cellular,Mon,Aug,No
51,Technician,Married,Professional Course,No,Yes,No,Cellular,Mon,Aug,No
36,Technician,Single,Professional Course,No,No,No,Cellular,Mon,Aug,Yes
32,Technician,Married,Professional Course,No,No,No,Cellular,Mon,Aug,No
32,Technician,Married,University Degree,Unknown,No,No,Cellular,Mon,Aug,Yes
30,Management,Married,University Degree,No,Yes,No,Cellular,Mon,Aug,No
31,Technician,Divorced,Professional Course,No,No,No,Cellular,Mon,Aug,No
30,Technician,Single,High School,Unknown,No,No,Cellular,Mon,Aug,No
32,Technician,Married,University Degree,No,Yes,No,Cellular,Mon,Aug,No
30,Blue-Collar,Married,Basic 9Y,No,Yes,No,Cellular,Mon,Aug,No
33,Housemaid,Married,High School,No,Yes,No,Cellular,Mon,Aug,No
31,Management,Married,University Degree,No,No,No,Cellular,Mon,Aug,No
33,Admin ,Single,University Degree,No,Unknown,Unknown,Cellular,Mon,Aug,No
32,Admin ,Married,University Degree,No,No,No,Cellular,Mon,Aug,No
57,Housemaid,Married,Basic 9Y,Unknown,Yes,No,Cellular,Mon,Aug,No
40,Self-Employed,Single,University Degree,No,No,No,Cellular,Mon,Aug,No
32,Admin ,Divorced,University Degree,No,Yes,No,Cellular,Mon,Aug,Yes
36,Admin ,Single,University Degree,Unknown,Yes,No,Cellular,Mon,Aug,No
35,Technician,Single,University Degree,No,Yes,No,Cellular,Mon,Aug,No
48,Admin ,Married,High School,No,Yes,No,Cellular,Mon,Aug,No
55,Blue-Collar,Married,Basic 6Y,No,Yes,Yes,Cellular,Mon,Aug,No
38,Admin ,Single,University Degree,No,Yes,Yes,Cellular,Mon,Aug,No
58,Retired,Married,Professional Course,Unknown,No,Yes,Cellular,Mon,Aug,No
54,Blue-Collar,Married,Basic 4Y,No,Unknown,Unknown,Cellular,Mon,Aug,No
54,Self-Employed,Married,Basic 9Y,No,No,No,Cellular,Mon,Aug,No
50,Management,Married,University Degree,No,Yes,Yes,Cellular,Mon,Aug,No
33,Admin ,Single,University Degree,No,Yes,No,Cellular,Mon,Aug,No
29,Technician,Single,Professional Course,No,No,No,Cellular,Mon,Aug,No
48,Technician,Married,University Degree,No,Yes,Yes,Cellular,Mon,Aug,No
38,Technician,Married,Professional Course,No,Yes,No,Cellular,Mon,Aug,Yes
40,Management,Married,High School,Unknown,Yes,No,Cellular,Tue,Aug,No
54,Blue-Collar,Married,Professional Course,Unknown,Yes,Yes,Cellular,Tue,Aug,No
56,Blue-Collar,Married,Basic 9Y,No,Yes,No,Cellular,Tue,Aug,No
38,Admin ,Married,University Degree,No,No,No,Cellular,Tue,Aug,No
43,Admin ,Married,University Degree,Unknown,No,No,Cellular,Tue,Aug,No
58,Retired,Married,Basic 4Y,No,No,No,Cellular,Tue,Aug,No
34,Admin ,Single,University Degree,No,No,No,Cellular,Tue,Aug,No
37,Technician,Married,High School,Unknown,No,No,Cellular,Tue,Aug,No
31,Admin ,Married,University Degree,No,Yes,No,Cellular,Tue,Aug,No
