Customer_ID,Product_Code,Unit_Price_Code,Location_Code,Currency_Code,Unit_of_Measure,Sales_Quantity,Sales_Date,Promotion_Code,Discount_Code,Loyalty_Program_Code,History,Created_DT,Created_User,Updated_DT,Updated_User
C000013,PC015,UPC015,L005,USD,Nos,1,2010-10-30,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000014,PC016,UPC016,L008,USD,Nos,3,2010-10-31,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000015,PC017,UPC017,L002,USD,Kilogram,1,2010-11-01,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000016,PC018,UPC018,L002,SDG,Kilogram,2,2010-11-02,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000017,PC001,UPC001,L002,USD,Nos,5,2010-11-03,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000018,PC002,UPC002,L003,USD,Liter,3,2010-11-04,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000019,PC003,UPC003,L008,USD,Liter,1,2010-11-05,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000020,PC004,UPC004,L001,SDG,Nos,1,2010-11-06,PRO0002,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000001,PC002,UPC002,L003,SDG,Kilogram,3,2010-11-07,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000002,PC003,UPC003,L010,INR,Liter,1,2010-11-08,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000003,PC004,UPC004,L006,INR,Nos,2,2010-11-09,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000004,PC005,UPC005,L001,INR,Kilogram,5,2010-11-10,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000005,PC006,UPC006,L007,USD,Kilogram,3,2010-11-11,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000006,PC007,UPC007,L009,INR,Nos,1,2010-11-12,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000007,PC008,UPC008,L002,SDG,Nos,2,2010-11-13,,,LP001,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000008,PC009,UPC009,L002,SDG,Kilogram,1,2010-11-14,,,LP002,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000009,PC010,UPC010,L004,USD,Kilogram,1,2010-11-15,,,LP003,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000010,PC011,UPC011,L004,SDG,Kilogram,3,2010-11-16,,,LP004,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000011,PC012,UPC012,L005,USD,Kilogram,1,2010-11-17,PRO0003,,LP005,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000012,PC013,UPC013,L003,SDG,Nos,2,2010-11-18,,,LP006,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000013,PC014,UPC014,L005,SDG,Nos,5,2010-11-19,,,LP007,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000014,PC015,UPC015,L005,USD,Nos,3,2010-11-20,,,LP008,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000015,PC016,UPC016,L008,SDG,Nos,1,2010-11-21,,,LP009,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000016,PC017,UPC017,L001,INR,Kilogram,2,2010-11-22,,,LP010,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000017,PC018,UPC018,L007,INR,Kilogram,1,2010-11-23,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000018,PC001,UPC001,L002,USD,Nos,1,2010-11-24,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000019,PC002,UPC002,L003,USD,Liter,3,2010-11-20,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000020,PC003,UPC003,L004,USD,Liter,1,2010-11-21,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000001,PC004,UPC004,L009,USD,Nos,2,2010-11-22,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000002,PC002,UPC002,L007,INR,Kilogram,5,2010-11-23,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000003,PC003,UPC003,L003,USD,Liter,3,2010-11-24,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000004,PC004,UPC004,L010,SDG,Nos,1,2010-11-19,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000005,PC005,UPC005,L002,USD,Kilogram,2,2010-11-20,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000006,PC006,UPC006,L002,USD,Kilogram,1,2010-11-21,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000007,PC007,UPC007,L010,USD,Nos,1,2010-11-22,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000008,PC008,UPC008,L004,USD,Nos,3,2010-11-23,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000009,PC009,UPC009,L004,SDG,Kilogram,1,2010-11-24,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000010,PC010,UPC010,L003,USD,Kilogram,2,2010-11-20,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000011,PC011,UPC011,L002,USD,Kilogram,5,2010-11-21,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000012,PC012,UPC012,L001,USD,Kilogram,3,2010-11-22,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000013,PC013,UPC013,L001,USD,Nos,1,2010-11-23,,,,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000014,PC014,UPC014,L010,INR,Nos,2,2010-11-24,,,LP001,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000015,PC015,UPC015,L008,INR,Nos,1,2010-11-19,,,LP002,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000016,PC016,UPC016,L003,INR,Nos,1,2010-11-20,,,LP003,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000017,PC017,UPC017,L010,SDG,Kilogram,3,2010-11-21,,,LP004,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000018,PC018,UPC018,L007,INR,Kilogram,1,2010-11-22,,,LP005,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
C000019,PC018,UPC018,L002,SDG,Nos,2,2010-11-23,,,LP006,No,2024-01-23 10:00:00,DSAI User,2024-01-23 10:00:00,DSAI User
