make,model,year,mileage,Mileage condition,price,Price level,color,state,price condition,color condition,price value condition,mileage color condition
Chevrolet,Fusion,2015,49809,Excellent,43731,Level5,blue,CA,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Camry,2012,49823,Excellent,25509,Level3,black,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Altima,2011,49827,Excellent,49768,Level5,blue,FL,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Ford,Cruze,2016,49853,Excellent,39324,Level4,red,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Altima,2011,49996,Excellent,39766,Level4,red,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Fusion,2012,50011,Excellent,37071,Level4,black,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Fusion,2017,50245,Excellent,34740,Level4,white,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Fusion,2010,50375,Excellent,13699,Level2,silver,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Altima,2018,50612,Excellent,36340,Level4,red,IL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Camry,2010,50680,Excellent,33586,Level4,black,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Cruze,2014,50685,Excellent,14998,Level2,white,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Fusion,2013,50823,Excellent,34125,Level4,blue,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Fusion,2015,50841,Excellent,14419,Level2,silver,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Accord,2010,50864,Excellent,18864,Level2,white,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Altima,2013,50918,Excellent,13274,Level2,white,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Altima,2018,51026,Excellent,29581,Level3,white,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Cruze,2010,51063,Excellent,45388,Level5,blue,TX,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Honda,Camry,2013,51233,Excellent,38750,Level4,blue,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Fusion,2010,51267,Excellent,39099,Level4,white,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Fusion,2011,51299,Excellent,27363,Level3,white,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Accord,2011,51305,Excellent,27601,Level3,red,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Altima,2014,51404,Excellent,29361,Level3,red,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Honda,Cruze,2011,51408,Excellent,46098,Level5,silver,CA,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Chevrolet,Accord,2016,51501,Excellent,10243,Level2,blue,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Altima,2017,51565,Excellent,27113,Level3,black,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Fusion,2014,51588,Excellent,26237,Level3,blue,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Camry,2010,51751,Excellent,15292,Level2,black,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Accord,2015,51768,Excellent,49464,Level5,black,IL,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Chevrolet,Altima,2015,51912,Excellent,30350,Level4,red,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Camry,2010,51919,Excellent,26145,Level3,white,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Altima,2010,51939,Excellent,43023,Level5,silver,FL,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Fusion,2017,51955,Excellent,25884,Level3,white,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Fusion,2014,51983,Excellent,22739,Level3,red,CA,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Accord,2010,52060,Excellent,12262,Level2,black,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Altima,2013,52329,Excellent,41088,Level5,silver,TX,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Fusion,2013,52368,Excellent,37960,Level4,silver,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Cruze,2015,52492,Excellent,31701,Level4,white,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Camry,2017,52698,Excellent,40546,Level5,white,NY,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Accord,2012,52836,Excellent,30182,Level4,white,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Fusion,2011,52880,Excellent,17117,Level2,white,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Fusion,2017,52939,Excellent,37724,Level4,blue,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Cruze,2017,52959,Excellent,36238,Level4,white,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Altima,2010,52992,Excellent,24049,Level3,red,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Camry,2010,53007,Excellent,31438,Level4,red,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Altima,2016,53028,Excellent,42945,Level5,blue,TX,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Cruze,2017,53073,Excellent,37143,Level4,blue,CA,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Toyota,Cruze,2010,53089,Excellent,37810,Level4,black,CA,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Honda,Accord,2012,53192,Excellent,44222,Level5,red,TX,FALSE,TRUE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Fusion,2012,53227,Excellent,46923,Level5,white,TX,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Ford,Fusion,2014,53501,Excellent,42544,Level5,white,FL,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Fusion,2017,53608,Excellent,21924,Level3,black,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Accord,2015,53918,Excellent,47521,Level5,white,FL,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Toyota,Camry,2012,54148,Excellent,33137,Level4,red,CA,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Toyota,Accord,2012,54253,Excellent,14085,Level2,silver,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Honda,Accord,2017,54386,Excellent,12271,Level2,silver,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Fusion,2014,54387,Excellent,39628,Level4,silver,CA,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Altima,2015,54401,Excellent,37659,Level4,silver,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Camry,2016,54426,Excellent,31780,Level4,red,IL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Cruze,2018,54648,Excellent,41086,Level5,white,TX,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Cruze,2018,54761,Excellent,29466,Level3,red,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Honda,Cruze,2016,54801,Excellent,17990,Level2,silver,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Camry,2011,54811,Excellent,10188,Level2,black,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Cruze,2010,54916,Excellent,19781,Level2,red,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Altima,2011,55029,Excellent,40237,Level5,red,FL,FALSE,TRUE,NOT ELIGIBLE,ELIGIBLE
Toyota,Fusion,2017,55039,Excellent,21604,Level3,black,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Accord,2011,55080,Excellent,18482,Level2,blue,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Cruze,2015,55094,Excellent,41268,Level5,black,IL,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Cruze,2015,55104,Excellent,28912,Level3,blue,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Honda,Camry,2014,55340,Excellent,29126,Level3,red,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Honda,Fusion,2014,55370,Excellent,23514,Level3,white,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Camry,2015,55383,Excellent,32032,Level4,red,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Cruze,2017,55406,Excellent,28971,Level3,silver,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Fusion,2018,55439,Excellent,26857,Level3,black,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Fusion,2016,55635,Excellent,15289,Level2,silver,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Accord,2010,55674,Excellent,19455,Level2,white,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Altima,2015,55710,Excellent,40666,Level5,red,IL,FALSE,TRUE,NOT ELIGIBLE,ELIGIBLE
Honda,Camry,2011,55769,Excellent,19553,Level2,silver,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Accord,2018,55787,Excellent,12249,Level2,silver,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Cruze,2018,55906,Excellent,27032,Level3,red,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Camry,2015,56036,Excellent,41239,Level5,red,CA,FALSE,TRUE,NOT ELIGIBLE,ELIGIBLE
Nissan,Accord,2017,56042,Excellent,25695,Level3,silver,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Fusion,2010,56055,Excellent,49053,Level5,black,TX,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Ford,Fusion,2011,56074,Excellent,43061,Level5,white,IL,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Camry,2017,56198,Excellent,29246,Level3,black,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Cruze,2018,56361,Excellent,14539,Level2,black,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Fusion,2011,56794,Excellent,15995,Level2,blue,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Fusion,2018,57005,Excellent,10631,Level2,red,CA,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Altima,2016,57066,Excellent,19783,Level2,blue,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Accord,2016,57259,Excellent,22826,Level3,red,CA,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Camry,2012,57277,Excellent,44466,Level5,black,FL,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Accord,2015,57307,Excellent,22564,Level3,silver,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Accord,2011,57496,Excellent,33795,Level4,white,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Altima,2016,57621,Excellent,16871,Level2,black,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Camry,2010,57651,Excellent,32950,Level4,black,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Camry,2013,57696,Excellent,12180,Level2,red,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Altima,2010,57712,Excellent,40595,Level5,white,NY,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Fusion,2015,57771,Excellent,49190,Level5,white,CA,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Nissan,Fusion,2011,57775,Excellent,44160,Level5,white,IL,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Altima,2014,57836,Excellent,34040,Level4,black,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Cruze,2012,57851,Excellent,12957,Level2,red,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Cruze,2012,57955,Excellent,41278,Level5,blue,IL,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Cruze,2013,58006,Excellent,26557,Level3,silver,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Cruze,2017,58032,Excellent,33236,Level4,white,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Cruze,2017,58173,Excellent,36523,Level4,white,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Fusion,2014,58183,Excellent,12447,Level2,white,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Fusion,2010,58245,Excellent,33985,Level4,blue,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Altima,2017,58324,Excellent,26135,Level3,white,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Altima,2013,58420,Excellent,28036,Level3,blue,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Cruze,2013,58468,Excellent,17700,Level2,black,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Accord,2011,58468,Excellent,14328,Level2,silver,CA,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Cruze,2018,58480,Excellent,32515,Level4,silver,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Cruze,2012,58496,Excellent,31589,Level4,red,IL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Honda,Accord,2017,58552,Excellent,29308,Level3,black,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Camry,2014,58569,Excellent,36427,Level4,black,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Altima,2011,58609,Excellent,40758,Level5,silver,TX,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Altima,2010,58683,Excellent,19672,Level2,red,CA,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Altima,2013,58884,Excellent,46446,Level5,red,NY,TRUE,TRUE,ELIGIBLE,ELIGIBLE
Ford,Camry,2016,58967,Excellent,33328,Level4,white,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Fusion,2016,59068,Excellent,14314,Level2,red,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Toyota,Camry,2012,59101,Excellent,28453,Level3,red,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Toyota,Cruze,2010,59107,Excellent,42947,Level5,red,FL,FALSE,TRUE,NOT ELIGIBLE,ELIGIBLE
Ford,Accord,2014,59214,Excellent,35763,Level4,silver,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Camry,2016,59216,Excellent,48353,Level5,blue,TX,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Ford,Cruze,2012,59443,Excellent,42159,Level5,silver,FL,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Altima,2016,59513,Excellent,13817,Level2,silver,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Accord,2011,59557,Excellent,37009,Level4,blue,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Cruze,2012,59585,Excellent,30097,Level4,white,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Cruze,2013,59673,Excellent,12425,Level2,white,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Fusion,2010,59729,Excellent,38162,Level4,black,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Fusion,2016,59786,Excellent,22012,Level3,red,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Toyota,Accord,2010,59813,Excellent,17062,Level2,blue,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Accord,2011,60134,Excellent,36536,Level4,silver,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Cruze,2018,60286,Excellent,30419,Level4,red,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Accord,2018,60310,Excellent,36705,Level4,black,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Fusion,2014,60439,Excellent,42147,Level5,white,CA,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Camry,2014,60472,Excellent,23797,Level3,blue,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Camry,2014,60612,Excellent,27264,Level3,silver,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Accord,2011,60630,Excellent,18043,Level2,blue,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Camry,2012,60679,Excellent,39285,Level4,red,IL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Honda,Camry,2018,60743,Excellent,40380,Level5,blue,TX,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Fusion,2017,60814,Excellent,18831,Level2,red,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Toyota,Accord,2013,60891,Excellent,41957,Level5,silver,NY,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Fusion,2018,60892,Excellent,48490,Level5,black,TX,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Chevrolet,Altima,2010,60958,Excellent,46759,Level5,red,TX,TRUE,TRUE,ELIGIBLE,ELIGIBLE
Toyota,Fusion,2015,61145,Excellent,35547,Level4,black,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Accord,2018,61324,Excellent,47640,Level5,white,TX,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Nissan,Accord,2010,61441,Excellent,30044,Level4,red,CA,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Accord,2012,61476,Excellent,14076,Level2,red,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Camry,2011,61562,Excellent,38042,Level4,red,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Cruze,2013,61729,Excellent,17964,Level2,black,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Cruze,2012,61842,Excellent,33361,Level4,red,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Fusion,2017,61942,Excellent,25671,Level3,white,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Altima,2014,62073,Excellent,19027,Level2,blue,CA,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Toyota,Camry,2017,62079,Excellent,19363,Level2,red,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Toyota,Altima,2018,62119,Excellent,42575,Level5,blue,NY,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Cruze,2013,62284,Excellent,14828,Level2,silver,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Accord,2011,62369,Excellent,49045,Level5,blue,CA,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Nissan,Accord,2017,62439,Excellent,19660,Level2,white,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Accord,2017,62502,Excellent,37333,Level4,black,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Fusion,2013,62536,Excellent,40359,Level5,blue,IL,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Camry,2015,62543,Excellent,41175,Level5,blue,FL,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Altima,2015,62638,Excellent,46267,Level5,red,NY,TRUE,TRUE,ELIGIBLE,ELIGIBLE
Toyota,Accord,2012,62878,Excellent,48888,Level5,silver,FL,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Ford,Accord,2011,62908,Excellent,30435,Level4,black,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Fusion,2010,62980,Excellent,39974,Level4,red,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Toyota,Altima,2011,63049,Excellent,33584,Level4,blue,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Toyota,Accord,2010,63073,Excellent,36722,Level4,black,IL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Toyota,Accord,2012,63127,Excellent,23615,Level3,red,IL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Cruze,2015,63258,Excellent,47168,Level5,black,CA,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Nissan,Accord,2014,63271,Excellent,20427,Level3,red,CA,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Fusion,2012,63400,Excellent,44163,Level5,white,TX,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Fusion,2011,63467,Excellent,41502,Level5,red,TX,FALSE,TRUE,NOT ELIGIBLE,ELIGIBLE
Honda,Cruze,2015,63494,Excellent,30652,Level4,white,FL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Fusion,2016,63552,Excellent,29068,Level3,white,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Fusion,2013,63568,Excellent,27394,Level3,red,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Fusion,2012,63631,Excellent,11322,Level2,silver,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Altima,2011,63702,Excellent,10822,Level2,blue,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Fusion,2013,63749,Excellent,14998,Level2,blue,CA,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Altima,2018,63851,Excellent,18351,Level2,red,IL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Toyota,Camry,2011,63854,Excellent,25428,Level3,black,IL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Honda,Cruze,2018,63917,Excellent,47289,Level5,red,TX,TRUE,TRUE,ELIGIBLE,ELIGIBLE
Toyota,Cruze,2013,64109,Excellent,28550,Level3,blue,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Toyota,Altima,2010,64316,Excellent,45297,Level5,silver,CA,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Chevrolet,Fusion,2012,64367,Excellent,15155,Level2,silver,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Fusion,2011,64371,Excellent,37039,Level4,black,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Accord,2013,64572,Excellent,38058,Level4,red,IL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Toyota,Accord,2012,64721,Excellent,37830,Level4,white,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Camry,2010,64763,Excellent,43757,Level5,white,IL,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Accord,2011,64820,Excellent,13491,Level2,blue,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Cruze,2012,64858,Excellent,24230,Level3,red,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Fusion,2017,64879,Excellent,43126,Level5,silver,CA,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Altima,2018,65052,Excellent,17325,Level2,white,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Toyota,Cruze,2015,65113,Excellent,14382,Level2,white,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Honda,Accord,2012,65124,Excellent,10319,Level2,black,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Cruze,2011,65150,Excellent,42105,Level5,black,TX,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Cruze,2013,65297,Excellent,29544,Level3,silver,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Honda,Camry,2012,65389,Excellent,32971,Level4,white,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Toyota,Cruze,2010,65413,Excellent,37760,Level4,red,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Toyota,Camry,2012,65415,Excellent,39905,Level4,red,NY,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Camry,2014,65575,Excellent,39014,Level4,red,CA,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Cruze,2013,65602,Excellent,29797,Level3,blue,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Ford,Accord,2017,65746,Excellent,49242,Level5,white,FL,TRUE,TRUE,ELIGIBLE,NOT ELIGIBLE
Honda,Altima,2018,65777,Excellent,40998,Level5,red,TX,FALSE,TRUE,NOT ELIGIBLE,ELIGIBLE
Chevrolet,Accord,2011,65871,Excellent,13308,Level2,red,TX,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Nissan,Accord,2012,65905,Excellent,18361,Level2,blue,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Altima,2011,66092,Excellent,40552,Level5,silver,TX,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Fusion,2010,66163,Excellent,36421,Level4,white,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Honda,Accord,2017,66330,Excellent,27324,Level3,red,FL,FALSE,FALSE,NOT ELIGIBLE,ELIGIBLE
Ford,Cruze,2012,66365,Excellent,29545,Level3,black,NY,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Cruze,2015,67158,Excellent,12972,Level2,black,CA,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Fusion,2012,67229,Excellent,40220,Level5,black,IL,FALSE,TRUE,NOT ELIGIBLE,NOT ELIGIBLE
Nissan,Accord,2018,67273,Excellent,28814,Level3,blue,IL,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
Chevrolet,Fusion,2015,67312,Excellent,26247,Level3,silver,TX,FALSE,FALSE,NOT ELIGIBLE,NOT ELIGIBLE
